genus,species,year,locality,N-America,S-America,Europe,Africa,Asia,Oceania,Antarctica
Collinsia,Collinsia perplexa,1886,USA,1,0,0,0,0,0,0
Collinsia,Collinsia palmeni,1954,Canada,1,0,0,0,0,0,0
Coloncus,Coloncus siou,1949,"USA, Canada",1,0,0,0,0,0,0
Coloncus,Coloncus ocala,1949,USA,1,0,0,0,0,0,0
Coloncus,Coloncus pius,1949,USA,1,0,0,0,0,0,0
Coloncus,Coloncus cascadeus,1949,USA,1,0,0,0,0,0,0
Coloncus,Coloncus americanus,1944,USA,1,0,0,0,0,0,0
Alioranus,Alioranus distinctus,1935,Karakorum,0,0,0,0,1,0,0
Alioranus,Alioranus diclivitalis,1990,"Caucasus (Russia, Azerbaijan)",0,0,0,0,1,0,0
Alioranus,Alioranus chiardolae,1935,"Turkmenistan to China, Karakorum",0,0,0,0,1,0,0
Alioranus,Alioranus pauper,1881,Mediterranean,0,0,1,1,0,0,0
Alioranus,Alioranus pastoralis,1872,"Greece, Turkey, Israel, Jordan, Tajikistan",0,0,1,0,1,0,0
Alioranus,Alioranus minutissimus,1935,Karakorum,0,0,0,0,1,0,0
Allomengea,Allomengea dentisetis,1861,"North America, Russia (Europe to Far East), Kyrgyzstan, China, Mongolia, Japan",1,0,1,0,1,0,0
Allomengea,Allomengea coreana,1969,Korea,0,0,0,0,1,0,0
Allomengea,Allomengea beombawigulensis,2002,Korea,0,0,0,0,1,0,0
Allomengea,Allomengea vidua,1879,"Canada, Europe, Russia (Europe to Middle Siberia)",1,0,1,0,0,0,0
Allomengea,Allomengea scopigera,1859,"North America, Europe, Caucasus, Russia (Europe to Far East), Central Asia, Mongolia",1,0,1,0,1,0,0
Allomengea,Allomengea niyangensis,2001,China,0,0,0,0,1,0,0
Agyphantes,Agyphantes sajanensis,1994,Russia (South Siberia),0,0,1,0,0,0,0
Agyphantes,Agyphantes sakhalinensis,2004,Russia (Sakhalin),0,0,1,0,0,0,0
Ainerigone,Ainerigone saitoi,1991,"Russia (Far East), Japan",0,0,1,0,1,0,0
Aprifrontalia,Aprifrontalia mascula,1879,"Russia, Korea, Taiwan, Japan",0,0,1,0,1,0,0
Aprifrontalia,Aprifrontalia afflata,1991,China,0,0,0,0,1,0,0
Apobrata,Apobrata scutila,1894,Philippines,0,0,0,0,1,0,0
Araeoncus,Araeoncus toubkal,1996,"Portugal, Morocco",0,0,1,1,0,0,0
Araeoncus,Araeoncus tauricus,2004,"Bulgaria, Greece (Crete), Turkey, Ukraine",0,0,1,0,1,0,0
Araeoncus,Araeoncus vaporariorum,1875,"France, Italy",0,0,1,0,0,0,0
Araeoncus,Araeoncus tuberculatus,1955,Sweden,0,0,1,0,0,0,0
Araeoncus,Araeoncus viphyensis,1981,Malawi,0,0,0,1,0,0,0
Araeoncus,Araeoncus victorianyanzae,1936,"Kenya, Tanzania",0,0,0,1,0,0,0
Araeoncus,Araeoncus vorkutensis,1984,"Russia (Europe to South Siberia), Kazakhstan",0,0,1,0,1,0,0
Araeoncus,Araeoncus dispar,1955,Sweden,0,0,1,0,0,0,0
Araeoncus,Araeoncus discedens,1881,"Spain, France, Italy",0,0,1,0,0,0,0
Araeoncus,Araeoncus cypriacus,2011,Cyprus,0,0,0,0,1,0,0
Araeoncus,Araeoncus curvatus,1955,"Sweden, Estonia",0,0,1,0,0,0,0
Araeoncus,Araeoncus galeriformis,1987,"Russia (Caucasus), Azerbaijan",0,0,1,0,1,0,0
Araeoncus,Araeoncus femineus,1942,Equatorial Guinea (Bioko),0,0,0,1,0,0,0
Araeoncus,Araeoncus etinde,1983,Cameroon,0,0,0,1,0,0,0
Araeoncus,Araeoncus duriusculus,1935,Karakorum,0,0,0,0,1,0,0
Araeoncus,Araeoncus caucasicus,1987,"Ukraine, Caucasus, Iran, Central Asia",0,0,1,0,1,0,0
Araeoncus,Araeoncus banias,2013,Israel,0,0,0,0,1,0,0
Araeoncus,Araeoncus anguineus,1869,Europe,0,0,1,0,0,0,0
Araeoncus,Araeoncus altissimus,1884,"France, Italy, Azerbaijan",0,0,1,0,1,0,0
Araeoncus,Araeoncus crassiceps,1861,"Europe, Russia (Europe to South Siberia)",0,0,1,0,0,0,0
Araeoncus,Araeoncus convexus,1955,"Sweden, Estonia",0,0,1,0,0,0,0
Araeoncus,Araeoncus clivifrons,1987,Bulgaria,0,0,1,0,0,0,0
Araeoncus,Araeoncus clavatus,1987,"Turkey, Armenia",0,0,0,0,1,0,0
Araeoncus,Araeoncus mitriformis,2008,"Turkey, Iran",0,0,0,0,1,0,0
Araeoncus,Araeoncus obtusus,1983,Cameroon,0,0,0,1,0,0,0
Araeoncus,Araeoncus malawiensis,1981,Malawi,0,0,0,1,0,0,0
Araeoncus,Araeoncus martinae,1996,"Morocco, Algeria",0,0,0,1,0,0,0
Araeoncus,Araeoncus sicanus,1979,Italy (Sicily),0,0,1,0,0,0,0
Araeoncus,Araeoncus subniger,1962,Kenya,0,0,0,1,0,0,0
Araeoncus,Araeoncus picturatus,1962,Tanzania,0,0,0,1,0,0,0
Araeoncus,Araeoncus rhodes,2011,Greece (Rhodes),0,0,1,0,0,0,0
Araeoncus,Araeoncus humilis,1841,"Europe, North Africa, Russia (Europe to South Siberia), Japan. Introduced to New Zealand",0,0,1,1,1,1,0
Araeoncus,Araeoncus hyalinus,2010,China,0,0,0,0,1,0,0
Araeoncus,Araeoncus gertschi,1949,Kenya,0,0,0,1,0,0,0
Araeoncus,Araeoncus hanno,1884,Algeria,0,0,0,1,0,0,0
Araeoncus,Araeoncus longiusculus,1875,"France (Corsica), Italy (Sardinia, mainland)",0,0,1,0,0,0,0
Araeoncus,Araeoncus macrophthalmus,1970,Angola,0,0,0,1,0,0,0
Araeoncus,Araeoncus impolitus,1962,Kenya,0,0,0,1,0,0,0
Araeoncus,Araeoncus longispineus,2010,China,0,0,0,0,1,0,0
Arachosinella,Arachosinella strepens,1958,Afghanistan,0,0,0,0,1,0,0
Arachosinella,Arachosinella oeroegensis,1995,"Kazakhstan, Kyrgyzstan, Russia (South Siberia), Mongolia",0,0,1,0,1,0,0
Anthrobia,Anthrobia coylei,2005,USA,1,0,0,0,0,0,0
Anthrobia,Anthrobia monmouthia,1844,USA,1,0,0,0,0,0,0
Anthrobia,Anthrobia acuminata,1913,USA,1,0,0,0,0,0,0
Anthrobia,Anthrobia whiteleyae,2005,USA,1,0,0,0,0,0,0
Anodoration,Anodoration tantillum,1991,Brazil,0,1,0,0,0,0,0
Anodoration,Anodoration claviferum,1991,"Brazil, Argentina",0,1,0,0,0,0,0
Aphileta,Aphileta misera,1882,"North America, Europe, Russia (Europe to Far East)",1,0,1,0,0,0,0
Aphileta,Aphileta microtarsa,1882,USA,1,0,0,0,0,0,0
Aphileta,Aphileta centrasiatica,1995,Kazakhstan,0,0,0,0,1,0,0
Antrohyphantes,Antrohyphantes rhodopensis,1931,Eastern Europe,0,0,1,0,0,0,0
Antrohyphantes,Antrohyphantes sophianus,1931,Bulgaria,0,0,1,0,0,0,0
Antrohyphantes,Antrohyphantes balcanicus,1931,Bulgaria,0,0,1,0,0,0,0
Annapolis,Annapolis mossi,1945,USA,1,0,0,0,0,0,0
Anibontes,Anibontes mimus,1924,USA,1,0,0,0,0,0,0
Anibontes,Anibontes longipes,1944,USA,1,0,0,0,0,0,0
Anguliphantes,Anguliphantes tripartitus,1978,Central Europe,0,0,1,0,0,0,0
Anguliphantes,Anguliphantes silli,1987,Romania,0,0,1,0,0,0,0
Anguliphantes,Anguliphantes zygius,1993,"Russia (Far East), China",0,0,1,0,1,0,0
Anguliphantes,Anguliphantes ussuricus,1988,Russia (Far East),0,0,1,0,0,0,0
Anguliphantes,Anguliphantes nepalensoides,2011,India,0,0,0,0,1,0,0
Anguliphantes,Anguliphantes nepalensis,1987,"India, Nepal, Pakistan",0,0,0,0,1,0,0
Anguliphantes,Anguliphantes sibiricus,1986,Russia (West to South Siberia),0,0,1,0,0,0,0
Anguliphantes,Anguliphantes ryvkini,2006,Russia (Far East),0,0,1,0,0,0,0
Anguliphantes,Anguliphantes karpinskii,1873,"Russia (Middle Siberia to Far East), Mongolia, China",0,0,1,0,1,0,0
Anguliphantes,Anguliphantes maritimus,1988,"Russia (Far East), China",0,0,1,0,1,0,0
Anguliphantes,Anguliphantes monticola,1881,Europe,0,0,1,0,0,0,0
Anguliphantes,Anguliphantes nasus,1965,"China, Korea",0,0,0,0,1,0,0
Anguliphantes,Anguliphantes angulipalpis,1851,"Europe, Russia (Europe to West Siberia)",0,0,1,0,0,0,0
Anguliphantes,Anguliphantes cerinus,1879,"Russia (West to South Siberia), Kazakhstan",0,0,1,0,1,0,0
Anguliphantes,Anguliphantes curvus,1992,Russia (Sakhalin),0,0,1,0,0,0,0
Anguliphantes,Anguliphantes dybowskii,1873,"Russia (Urals to Far East), Mongolia",0,0,1,0,1,0,0
Allotiso,Allotiso lancearius,1987,"Turkey, Georgia",0,0,0,0,1,0,0
Anacornia,Anacornia microps,1933,USA,1,0,0,0,0,0,0
Anacornia,Anacornia proceps,1949,USA,1,0,0,0,0,0,0
Archaraeoncus,Archaraeoncus alticola,2008,Iran,0,0,0,0,1,0,0
Archaraeoncus,Archaraeoncus prospiciens,1875,"Bulgaria, Ukraine, Russia (Urals), Azerbaijan, China",0,0,1,0,1,0,0
Archaraeoncus,Archaraeoncus hebraeus,2011,Israel,0,0,0,0,1,0,0
Archaraeoncus,Archaraeoncus sibiricus,1988,Russia (Middle Siberia to Far East),0,0,1,0,0,0,0
Arcterigone,Arcterigone pilifrons,1879,"Russia (Urals to Far East), Canada",1,0,1,0,0,0,0
Arcuphantes,Arcuphantes concheus,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes decoratus,1943,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes delicatus,1955,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes potteri,1943,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes pictilis,1943,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes pulchellus,1978,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes profundus,2013,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes rostratus,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes rarus,2013,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes scitulus,1974,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes saragaminensis,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes tamaensis,1960,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes sylvaticus,1943,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes troglodytarum,1960,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes trifidus,2013,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes uenoi,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes tsushimanus,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes dentatus,2016,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes yamakawai,1960,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes fujiensis,1972,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes hamadai,1979,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes hastatus,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes hikosanensis,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes hokkaidanus,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes iriei,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes juwangensis,2006,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes keumsanensis,1984,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes kobayashii,1979,"Korea, Japan",0,0,0,0,1,0,0
Arcuphantes,Arcuphantes longipollex,2013,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes longissimus,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes namhaensis,2006,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes orbiculatus,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes osugiensis,1960,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes paiki,1992,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes pennatus,1983,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes cruciatus,2018,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes denticulatus,2018,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes curvomarginatus,2016,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes uhmi,1997,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes semiorbiculatus,2018,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes chinensis,2006,China,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes chikunii,1979,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes cavaticus,1943,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes awanus,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes ashifuensis,1960,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes arcuatulus,1942,"USA, Canada",1,0,0,0,0,0,0
Arcuphantes,Arcuphantes fragilis,1943,USA,1,0,0,0,0,0,0
Arcuphantes,Arcuphantes ephippiatus,1985,Korea,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes elephantis,2001,Japan,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes dubiosus,1987,Mongolia,0,0,0,0,1,0,0
Arcuphantes,Arcuphantes digitatus,1992,Japan,0,0,0,0,1,0,0
Asemostera,Asemostera enkidu,2007,"Colombia, Venezuela",0,1,0,0,0,0,0
Asemostera,Asemostera dianae,2012,Peru,0,1,0,0,0,0,0
Asemostera,Asemostera janetae,2007,"Peru, Bolivia, Argentina",0,1,0,0,0,0,0
Asemostera,Asemostera involuta,1991,Ecuador,0,1,0,0,0,0,0
Asemostera,Asemostera daedalus,2007,"Costa Rica, Panama, Colombia",1,1,0,0,0,0,0
Asemostera,Asemostera arcana,1991,Costa Rica to Venezuela,1,1,0,0,0,0,0
Asemostera,Asemostera latithorax,1886,Brazil,0,1,0,0,0,0,0
Asemostera,Asemostera pallida,1991,Peru,0,1,0,0,0,0,0
Asemostera,Asemostera tacuapi,2007,Brazil,0,1,0,0,0,0,0
Ascetophantes,Ascetophantes asceticus,1987,Nepal,0,0,0,0,1,0,0
Asperthorax,Asperthorax borealis,2001,"Russia (Far East), Japan",0,0,1,0,1,0,0
Asperthorax,Asperthorax communis,1960,"Russia (Far East), Japan",0,0,1,0,1,0,0
Asperthorax,Asperthorax granularis,1989,China,0,0,0,0,1,0,0
Asiophantes,Asiophantes pacificus,1993,Russia,0,0,1,0,0,0,0
Asiophantes,Asiophantes sibiricus,1993,Russia,0,0,1,0,0,0,0
Asiceratinops,Asiceratinops amurensis,1992,Russia (Far East),0,0,1,0,0,0,0
Asiceratinops,Asiceratinops kolymensis,1992,Russia (Middle Siberia to Far East),0,0,1,0,0,0,0
Atypena,Atypena adelinae,1995,Philippines,0,0,0,0,1,0,0
Atypena,Atypena ellioti,1983,Sri Lanka,0,0,0,0,1,0,0
Atypena,Atypena simoni,1983,Sri Lanka,0,0,0,0,1,0,0
Atypena,Atypena superciliosa,1894,Philippines,0,0,0,0,1,0,0
Atypena,Atypena thailandica,1995,Thailand,0,0,0,0,1,0,0
Atypena,Atypena cracatoa,1995,Indonesia (Krakatau),0,0,0,0,1,0,0
Atypena,Atypena pallida,1995,Thailand,0,0,0,0,1,0,0
Atypena,Atypena cirrifrons,1984,"India, China, Laos, Thailand, Vietnam",0,0,0,0,1,0,0
Australolinyphia,Australolinyphia remota,1976,Australia (Queensland),0,0,0,0,0,1,0
Australophantes,Australophantes laetesiformis,1976,"Indonesia (Sulawesi), Australia (Queensland)",0,0,0,0,1,0,0
Bactrogyna,Bactrogyna prominens,1991,Chile,0,1,0,0,0,0,0
Baryphyma,Baryphyma gowerense,1965,"North America, Ireland, Britain, Scandinavia, Estonia, Poland, Russia (Europe to Middle Siberia)",1,0,1,0,0,0,0
Baryphyma,Baryphyma maritimum,1970,"Western and Central Europe, Kyrgyzstan",0,0,1,0,1,0,0
Baryphyma,Baryphyma insigne,1976,"Finland, Russia (Europe)",0,0,1,0,0,0,0
Baryphyma,Baryphyma proclive,1884,Italy,0,0,1,0,0,0,0
Baryphyma,Baryphyma pratense,1861,Europe,0,0,1,0,0,0,0
Baryphyma,Baryphyma trifrons,1863,"North America, Europe, Caucasus, Russia (Europe to Far East), Kazakhstan",1,0,1,0,1,0,0
Baryphymula,Baryphymula kamakuraensis,1960,Japan,0,0,0,0,1,0,0
Bathylinyphia,Bathylinyphia maior,1885,"Russia (West Siberia to Far East), Kazakhstan, China, Korea, Japan",0,0,1,0,1,0,0
Asthenargellus,Asthenargellus kastoni,1949,Kenya,0,0,0,1,0,0,0
Asthenargellus,Asthenargellus meneghettii,1949,Kenya,0,0,0,1,0,0,0
Asthenargoides,Asthenargoides kurenstchikovi,1993,"Russia (South Siberia, Far East)",0,0,1,0,0,0,0
Asthenargoides,Asthenargoides kurtchevae,1993,Russia (Far East),0,0,1,0,0,0,0
Asthenargoides,Asthenargoides logunovi,1993,Russia (Far East),0,0,1,0,0,0,0
Asthenargus,Asthenargus bracianus,1938,"Central, Eastern Europe",0,0,1,0,0,0,0
Asthenargus,Asthenargus caucasicus,1987,"Caucasus (Russia, Georgia, Azerbaijan)",0,0,0,0,1,0,0
Asthenargus,Asthenargus conicus,2006,China,0,0,0,0,1,0,0
Asthenargus,Asthenargus brevisetosus,1970,Angola,0,0,0,1,0,0,0
Asthenargus,Asthenargus carpaticus,1998,Romania,0,0,1,0,0,0,0
Asthenargus,Asthenargus inermis,1922,East Africa,0,0,0,1,0,0,0
Asthenargus,Asthenargus helveticus,1936,"Germany, Switzerland, Italy to Poland",0,0,1,0,0,0,0
Asthenargus,Asthenargus expallidus,1962,"Cameroon, Congo, Kenya, Tanzania",0,0,0,1,0,0,0
Asthenargus,Asthenargus edentulus,1989,Kazakhstan to China,0,0,0,0,1,0,0
Asthenargus,Asthenargus marginatus,1962,Uganda,0,0,0,1,0,0,0
Asthenargus,Asthenargus major,1962,Kenya,0,0,0,1,0,0,0
Asthenargus,Asthenargus longispina,1915,"Spain, France",0,0,1,0,0,0,0
Asthenargus,Asthenargus linguatulus,1970,Angola,0,0,0,1,0,0,0
Asthenargus,Asthenargus paganus,1884,"Europe, Russia (Europe to West Siberia)",0,0,1,0,0,0,0
Asthenargus,Asthenargus niphonius,2001,Japan,0,0,0,0,1,0,0
Asthenargus,Asthenargus myrmecophilus,1970,"Angola, Nigeria",0,0,0,1,0,0,0
Asthenargus,Asthenargus matsudae,2001,Japan,0,0,0,0,1,0,0
Asthenargus,Asthenargus adygeicus,2016,Russia (Caucasus),0,0,1,0,0,0,0
Asthenargus,Asthenargus thaleri,1983,Nepal,0,0,0,0,1,0,0
Asthenargus,Asthenargus placidus,1884,"France, Switzerland",0,0,1,0,0,0,0
Asthenargus,Asthenargus perforatus,1929,Europe,0,0,1,0,0,0,0
Batueta,Batueta cuspidata,2014,China,0,0,0,0,1,0,0
Batueta,Batueta baculum,2014,"Laos, Thailand, Malaysia (Mainland, Borneo), Indonesia (Sumatra)",0,0,0,0,1,0,0
Batueta,Batueta voluta,1982,"Laos, Vietnam, Thailand, Malaysia, Singapore",0,0,0,0,1,0,0
Batueta,Batueta similis,1995,China,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes nangqianensis,2001,China,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes nigrinus,1851,"Europe, Russia (Europe to South Siberia)",0,0,1,0,0,0,0
Bathyphantes,Bathyphantes ohlerti,1884,Poland,0,0,1,0,0,0,0
Bathyphantes,Bathyphantes orica,1969,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes malkini,1969,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes menyuanensis,2001,China,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes minor,1992,Borneo,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes montanus,1912,Australia (Queensland),0,0,0,0,0,1,0
Bathyphantes,Bathyphantes rainbowi,1942,Australia (Lord Howe Is.),0,0,0,0,0,1,0
Bathyphantes,Bathyphantes humilis,1879,Russia (Europe to Far East),0,0,1,0,0,0,0
Bathyphantes,Bathyphantes iviei,1970,USA (Alaska),1,0,0,0,0,0,0
Bathyphantes,Bathyphantes jeniseicus,1979,"Finland, Russia (West Siberia to Far East)",0,0,1,0,0,0,0
Bathyphantes,Bathyphantes keeni,1917,"Canada, USA",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes larvarum,1935,Karakorum,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes latescens,1919,USA,1,0,0,0,0,0,0
Bathyphantes,Bathyphantes lennoxensis,1902,Argentina,0,1,0,0,0,0,0
Bathyphantes,Bathyphantes mainlingensis,2001,China,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes fissidens,1902,Argentina,0,1,0,0,0,0,0
Bathyphantes,Bathyphantes floralis,2006,"Laos, Vietnam",0,0,0,0,1,0,0
Bathyphantes,Bathyphantes glacialis,1935,Karakorum,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes gracilipes,1977,St. Helena,0,0,0,1,0,0,0
Bathyphantes,Bathyphantes gracilis,1841,"North America, Europe, Northern Africa, Turkey, Caucasus, Russia (Europe to Far East), Kazakhstan, China, Korea, Japan",1,0,1,1,1,0,0
Bathyphantes,Bathyphantes gulkana,1969,"Russia (Far East), USA (Alaska), Canada",1,0,1,0,0,0,0
Bathyphantes,Bathyphantes helenae,1977,St. Helena,0,0,0,1,0,0,0
Bathyphantes,Bathyphantes hirsutus,1968,Congo,0,0,0,1,0,0,0
Bathyphantes,Bathyphantes brevipes,1917,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes bohuensis,1983,China,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes canadensis,1882,"Russia (Middle Siberia to Far East), Canada, USA",1,0,1,0,0,0,0
Bathyphantes,Bathyphantes brevis,1911,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes diasosnemis,1929,USA,1,0,0,0,0,0,0
Bathyphantes,Bathyphantes chico,1969,USA,1,0,0,0,0,0,0
Bathyphantes,Bathyphantes eumenis,1879,"USA (Alaska), Canada, Czech Rep., Poland, Finland, Russia (Europe to Far East), China",1,0,0,0,1,0,0
Bathyphantes,Bathyphantes dubius,1968,Angola,0,0,0,1,0,0,0
Bathyphantes,Bathyphantes alameda,1969,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes alboventris,1892,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes alascensis,1900,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes bishopi,1969,USA,1,0,0,0,0,0,0
Bathyphantes,Bathyphantes approximatus,1871,"Europe, Caucasus, Russia (Europe to Middle Siberia)",0,0,1,0,1,0,0
Bathyphantes,Bathyphantes yukon,1969,USA (Alaska),1,0,0,0,0,0,0
Bathyphantes,Bathyphantes paracymbialis,2014,"China, Laos, Myanmar, Thailand, Malaysia, Indonesia (Sumatra)",0,0,0,0,1,0,0
Bathyphantes,Bathyphantes weyeri,1875,USA,1,0,0,0,0,0,0
Bathyphantes,Bathyphantes yodoensis,1960,"Korea, Japan",0,0,0,0,1,0,0
Bathyphantes,Bathyphantes similis,1894,"Europe, Turkey",0,0,1,0,1,0,0
Bathyphantes,Bathyphantes tagalogensis,1995,Philippines,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes sarasini,1924,New Caledonia,0,0,0,0,0,1,0
Bathyphantes,Bathyphantes setiger,1894,"Europe, Russia (Europe to Far East)",0,0,1,0,0,0,0
Bathyphantes,Bathyphantes vittiger,1884,France,0,0,1,0,0,0,0
Bathyphantes,Bathyphantes waneta,1969,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes tongluensis,1988,China,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes umiatus,1969,USA (Alaska),1,0,0,0,0,0,0
Bathyphantes,Bathyphantes pogonias,1885,"Russia (Far East), USA (Alaska)",0,0,1,0,0,0,0
Bathyphantes,Bathyphantes parvulus,1851,"Europe, Russia (Europe to Far East), China",0,0,1,0,1,0,0
Bathyphantes,Bathyphantes paradoxus,1929,Samoa,0,0,0,0,0,1,0
Bathyphantes,Bathyphantes pallidus,1892,"USA, Canada",1,0,0,0,0,0,0
Bathyphantes,Bathyphantes robustus,1960,"Korea, Japan",0,0,0,0,1,0,0
Bathyphantes,Bathyphantes reticularis,1935,Karakorum,0,0,0,0,1,0,0
Bathyphantes,Bathyphantes reprobus,1916,"North America, Northern Europe, Russia (Europe to Far East)",1,0,1,0,0,0,0
Abacoproeces,Abacoproeces topcui,2015,Turkey,0,0,0,0,1,0,0
Abacoproeces,Abacoproeces saltuum,1872,"Europe, Russia (Europe to South Siberia)",0,0,1,0,0,0,0
Abacoproeces,Abacoproeces molestus,1973,Austria,0,0,1,0,0,0,0
Acartauchenius,Acartauchenius hamulifer,1937,Algeria,0,0,0,1,0,0,0
Acartauchenius,Acartauchenius himalayensis,2011,Pakistan,0,0,0,0,1,0,0
Acartauchenius,Acartauchenius insigniceps,1894,"Morocco, Algeria, Tunisia",0,0,0,1,0,0,0
Acartauchenius,Acartauchenius leprieuri,1875,Algeria,0,0,0,1,0,0,0
Acartauchenius,Acartauchenius asiaticus,1989,Turkmenistan,0,0,0,0,1,0,0
Acartauchenius,Acartauchenius bedeli,1884,Algeria,0,0,0,1,0,0,0
Acartauchenius,Acartauchenius derisor,1918,France,0,0,1,0,0,0,0
Acartauchenius,Acartauchenius desertus,1993,Kazakhstan,0,0,0,0,1,0,0
Acartauchenius,Acartauchenius planiceps,2002,Algeria,0,0,0,1,0,0,0
Acartauchenius,Acartauchenius praeceps,2002,Algeria,0,0,0,1,0,0,0
Acartauchenius,Acartauchenius sardiniensis,1995,Sardinia,0,0,1,0,0,0,0
Acartauchenius,Acartauchenius scurrilis,1873,"Europe, Turkey, Russia (Europe to South Siberia), Central Asia",0,0,1,0,1,0,0
Acartauchenius,Acartauchenius minor,1979,Italy,0,0,1,0,0,0,0
Acartauchenius,Acartauchenius monoceros,1989,Uzbekistan,0,0,0,0,1,0,0
Acartauchenius,Acartauchenius mutabilis,1967,"Morocco, Algeria, Tunisia",0,0,0,1,0,0,0
Acartauchenius,Acartauchenius orientalis,1995,Mongolia,0,0,0,0,1,0,0
Acartauchenius,Acartauchenius simoni,2002,Algeria,0,0,0,1,0,0,0
Abiskoa,Abiskoa abiskoensis,1945,"Scandinavia, Poland, Russia (Europe to Far East), China",0,0,1,0,1,0,0
Aberdaria,Aberdaria ligulata,1962,Kenya,0,0,0,1,0,0,0
Adelonetria,Adelonetria dubiosa,1991,Chile,0,1,0,0,0,0,0
Acorigone,Acorigone zebraneus,2008,Azores,0,0,1,0,0,0,0
Acorigone,Acorigone acoreensis,1992,Azores,0,0,1,0,0,0,0
Afromynoglenes,Afromynoglenes parkeri,1996,Ethiopia,0,0,0,1,0,0,0
Afroneta,Afroneta bamilekei,1988,Cameroon,0,0,0,1,0,0,0
Afroneta,Afroneta basilewskyi,1968,Tanzania,0,0,0,1,0,0,0
Afroneta,Afroneta altivaga,1968,Congo,0,0,0,1,0,0,0
Afroneta,Afroneta annulata,2004,Congo,0,0,0,1,0,0,0
